order_var,value,url,scrape_date
1,Russian TikTok star collapses after draft notice,,2023-11-09 00:02:14
2,Ivanka Trump testifies she can't recall loan details,,2023-11-09 00:02:14
3,He had a call from Israeli intelligence. 'We have the order to bomb. You have two hours',,2023-11-09 00:02:14
4,Man crushed to death by robot in South Korea,,2023-11-09 00:02:14
5,US and Italy arrest 16 alleged Gambino mafia members,,2023-11-09 00:02:14
6,Hezbollah warns of regional war if Gaza bombing goes on,,2023-11-09 00:02:14
7,Ivanka Trump is pulled back into her father's orbit,,2023-11-09 00:02:14
8,Russia hits civilian ship in Black Sea - Ukraine,,2023-11-09 00:02:14
9,House committee subpoenas Biden's son and brother,,2023-11-09 00:02:14
10,US voting issues fuel baseless fraud allegations,,2023-11-09 00:02:14
