order,value,url,scrape_date
1,BBC journalists held at gunpoint by Israeli police,,2023-10-14 11:01:47
2,Flintoff agrees compensation over Top Gear crash,,2023-10-14 11:01:47
3,"'Oh god, they're here': Hamas massacre captured on Israeli mothers' WhatsApp group",,2023-10-14 11:01:47
4,Rosenberg: Putin ready to benefit from Israel-Gaza war,,2023-10-14 11:01:47
5,Treacherous ground for US politicians on Israel-Gaza,,2023-10-14 11:01:47
6,"Kenya, China and a railway to nowhere",,2023-10-14 11:01:47
7,Could an Israeli ground invasion of Gaza meet its aims?,,2023-10-14 11:01:47
8,Trump-backed Jim Jordan chosen as Speaker nominee,,2023-10-14 11:01:47
9,Bank boss warns world facing 'most dangerous time',,2023-10-14 11:01:47
10,Michael Caine confirms he has retired from acting,,2023-10-14 11:01:47
