order,value,url,scrape_date
1,Emily Blunt regrets 'hurtful' comments in old clip,,2023-10-21 18:23:02
2,Why Kyiv's east bank gain could be significant,,2023-10-21 18:23:02
3,Israeli Arabs arrested over Gaza social media posts,,2023-10-21 18:23:02
4,West Bank Palestinians hit by surge of Israeli settler attacks,,2023-10-21 18:23:02
5,The forgotten Israeli hostages kept by Hamas for years,,2023-10-21 18:23:02
6,"Saudi prince slams Hamas, Israel and the West",,2023-10-21 18:23:02
7,"Hamas frees two US hostages, a mother and daughter",,2023-10-21 18:23:02
8,Women and young voters drive Poland's right from power,,2023-10-21 18:23:02
9,Pro-Palestinian marches take place across UK,,2023-10-21 18:23:02
10,Italy PM splits from partner after lewd TV remarks,,2023-10-21 18:23:02
