order,value,url,scrape_date
1,BBC journalists held at gunpoint by Israeli police,,2023-10-14 09:18:37
2,"'Oh god, they're here': Hamas massacre captured on Israeli mothers' WhatsApp group",,2023-10-14 09:18:37
3,Michael Caine confirms he has retired from acting,,2023-10-14 09:18:37
4,Trump-backed Jim Jordan chosen as Speaker nominee,,2023-10-14 09:18:37
5,Treacherous ground for US politicians on Israel-Gaza,,2023-10-14 09:18:37
6,France raises security level after school attack,,2023-10-14 09:18:37
7,"Kenya, China and a railway to nowhere",,2023-10-14 09:18:37
8,Bank boss warns world facing 'most dangerous time',,2023-10-14 09:18:37
9,Could an Israeli ground invasion of Gaza meet its aims?,,2023-10-14 09:18:37
10,UK's nuclear fusion site ends tests after 40 years,,2023-10-14 09:18:37
