order_var,value,url,scrape_date
1,Manslaughter arrest over ice hockey player death,,2023-11-14 18:17:55
2,Secret deal links Abramovich to Putin's 'wallets',,2023-11-14 18:17:55
3,Why businesses are pulling billions from China,,2023-11-14 18:17:55
4,Barry Manilow explains why he kept sexuality secret,,2023-11-14 18:17:55
5,Russian convicted of journalist murder gets pardon,,2023-11-14 18:17:55
6,Family identify 1992 murder victim by flower tattoo,,2023-11-14 18:17:55
7,US Army clears convictions of 110 black soldiers,,2023-11-14 18:17:55
8,Pink to give away banned books at Florida shows,,2023-11-14 18:17:55
9,'Overworked' actress death prompts apology in Japan,,2023-11-14 18:17:55
10,Israel facing mounting pressure over Gaza hospitals,,2023-11-14 18:17:55
