order_var,value,url,scrape_date
1,'Heck of a reunion': Trump silent as Cohen dishes dirt,,2023-10-25 14:51:22
2,Arnold Schwarzenegger: I'd be great US president,,2023-10-25 14:51:22
3,YouTuber sorry for freeloading stunt in Japan,,2023-10-25 14:51:22
4,Meloni's ex-partner loses TV show over lewd remarks,,2023-10-25 14:51:22
5,Republicans pick Mike Johnson as new Speaker nominee,,2023-10-25 14:51:22
6,British model jailed in Peru over drug smuggling,,2023-10-25 14:51:22
7,Face of Peru's most famous mummy revealed,,2023-10-25 14:51:22
8,Republicans self-destruct again in US Speaker saga,,2023-10-25 14:51:22
9,"I went through hell, says elderly hostage released by Hamas",,2023-10-25 14:51:22
10,Pilot accused of jet crash attempt cites breakdown,,2023-10-25 14:51:22
