order_var,value,url,scrape_date
1,Xi arrives in US as his Chinese Dream splutters,,2023-11-15 09:50:34
2,Brazil gripped by 'unbearable' heatwave,,2023-11-15 09:50:34
3,Pelosi hammer attack accused tearfully testifies,,2023-11-15 09:50:34
4,Buffy Sainte-Marie's 'pretendian' case strikes a nerve,,2023-11-15 09:50:34
5,Sir Ian tackles Shakespeare role he's never played,,2023-11-15 09:50:34
6,Suella Braverman accuses PM of betrayal,,2023-11-15 09:50:34
7,Manslaughter arrest over ice hockey player death,,2023-11-15 09:50:34
8,Hostages' fates haunt Israel as Gaza war intensifies,,2023-11-15 09:50:34
9,John Oliver's pick wins NZ Bird of the Century poll,,2023-11-15 09:50:34
10,Jury hears man who killed Muslim family was on drugs,,2023-11-15 09:50:34
