order_var,value,url,scrape_date
1,Matthew Perry: Friends fame couldn't quell deep demons,,2023-10-29 17:26:13
2,Friends star Matthew Perry dies at 54,,2023-10-29 17:26:13
3,Leonormania hits Spain as crown princess turns 18,,2023-10-29 17:26:13
4,Ice hockey player Johnson dies after neck cut,,2023-10-29 17:26:13
5,Matthew Perry's life in pictures,,2023-10-29 17:26:13
6,Springboks bring hope to a troubled nation,,2023-10-29 17:26:13
7,Mike Pence withdraws from 2024 US presidential race,,2023-10-29 17:26:13
8,Soldiers sent to devastated Acapulco amid looting,,2023-10-29 17:26:13
9,Martin warns UK against changing Irish unity terms,,2023-10-29 17:26:13
10,Matthew Perry and Chandler: A match made in comedy heaven,,2023-10-29 17:26:13
