order,value,url,scrape_date
1,Teacher killed in France school stabbing,,2023-10-13 13:41:57
2,Father saves daughter he hadn’t seen for six years from massacre,,2023-10-13 13:41:57
3,Israel targets Hamas’s labyrinth of tunnels under Gaza,,2023-10-13 13:41:57
4,Pro-Palestinian demo broken up after French ban,,2023-10-13 13:41:57
5,Three ways US Republican Speaker chaos ends,,2023-10-13 13:41:57
6,Microsoft cleared for biggest ever gaming deal,,2023-10-13 13:41:57
7,Seven dead after migrant vehicle crashes in Germany,,2023-10-13 13:41:57
8,China deported 'large number' of N Koreans - Seoul,,2023-10-13 13:41:57
9,Air Canada sued over $20m gold and cash heist,,2023-10-13 13:41:57
10,Israel Gaza war: History of the conflict explained,,2023-10-13 13:41:57
