order_var,value,url,scrape_date
1,"Russia executing own retreating soldiers, US says",,2023-10-27 13:46:52
2,Giving birth in Gaza amid shelling and power cuts,,2023-10-27 13:46:52
3,Why Li Keqiang's death is dangerous for Xi Jinping,,2023-10-27 13:46:52
4,US strikes Syria bases used by Iran-linked groups,,2023-10-27 13:46:52
5,Hundreds of officers search for Maine shooting suspect,,2023-10-27 13:46:52
6,Anger at Uganda plan to name road after slain tourists,,2023-10-27 13:46:52
7,Taylor Swift's 1989: Her biggest album returns,,2023-10-27 13:46:52
8,US man charged over deadly attack at German castle,,2023-10-27 13:46:52
9,Li Keqiang: Ex-Chinese premier sidelined by Xi dies,,2023-10-27 13:46:52
10,What does new analysis tell us about Gaza hospital blast?,,2023-10-27 13:46:52
