order_var,value,url,scrape_date
1,Bowen: Hospital raid comes as tone shifts on Israel,,2023-11-15 20:06:58
2,Xi arrives in US as his Chinese Dream sputters,,2023-11-15 20:06:58
3,Aniston and Schwimmer pay tribute to Matthew Perry,,2023-11-15 20:06:58
4,Ukraine claims foothold on river bank in south,,2023-11-15 20:06:58
5,Nigerian rapper Oladips dies aged 28,,2023-11-15 20:06:58
6,Paris mayor targets SUVs after electric scooter ban,,2023-11-15 20:06:58
7,Accused Pelosi hammer attacker tearfully testifies,,2023-11-15 20:06:58
8,Greta Thunberg denies public order offence,,2023-11-15 20:06:58
9,Buffy Sainte-Marie's 'pretendian' case strikes a nerve,,2023-11-15 20:06:58
10,Ukrainians tied to Biden probe face treason charge,,2023-11-15 20:06:58
