order_var,value,url,scrape_date
1,Maine mass shooting suspect found dead - police,,2023-10-28 04:04:56
2,Stay at home orders lifted after Maine shooting,,2023-10-28 04:04:56
3,Doubt cast on indigenous roots of Buffy Sainte-Marie,,2023-10-28 04:04:56
4,Donald Trump and children to testify in fraud case,,2023-10-28 04:04:56
5,Maine Democrat reverses course on weapons ban,,2023-10-28 04:04:56
6,Why Li Keqiang's death is dangerous for Xi Jinping,,2023-10-28 04:04:56
7,Fashion brand A&F facing sex-trafficking lawsuit,,2023-10-28 04:04:56
8,Gaza destruction shown in new satellite images,,2023-10-28 04:04:56
9,Governor's deaf interpreter among Maine attack dead,,2023-10-28 04:04:56
10,Sailor rescued after days drifting in Pacific Ocean,,2023-10-28 04:04:56
