order_var,value,url,scrape_date
1,Why Li Keqiang's death is dangerous for Xi Jinping,,2023-10-27 23:59:12
2,Donald Trump and children to testify in fraud case,,2023-10-27 23:59:12
3,Doubt cast on indigenous roots of Buffy Sainte-Marie,,2023-10-27 23:59:12
4,Gaza destruction shown in new satellite images,,2023-10-27 23:59:12
5,Divers search river for suspect in Maine shooting,,2023-10-27 23:59:12
6,Maine Democrat reverses course on weapons ban,,2023-10-27 23:59:12
7,Fashion brand A&F facing sex-trafficking lawsuit,,2023-10-27 23:59:12
8,Former Prime Minister Boris Johnson joins GB News,,2023-10-27 23:59:12
9,Congressman launches primary challenge to Biden,,2023-10-27 23:59:12
10,"Russia executing own retreating soldiers, US says",,2023-10-27 23:59:12
