order_var,value,url,scrape_date
1,"Russia executing own retreating soldiers, US says",,2023-10-27 14:21:58
2,Why Li Keqiang's death is dangerous for Xi Jinping,,2023-10-27 14:21:58
3,US strikes Syria bases used by Iran-linked groups,,2023-10-27 14:21:58
4,Giving birth in Gaza amid shelling and power cuts,,2023-10-27 14:21:58
5,Taylor Swift's 1989: Her biggest album returns,,2023-10-27 14:21:58
6,Anger at Uganda plan to name road after slain tourists,,2023-10-27 14:21:58
7,US man charged over deadly attack at German castle,,2023-10-27 14:21:58
8,Li Keqiang: Ex-Chinese premier sidelined by Xi dies,,2023-10-27 14:21:58
9,Hundreds of officers search for Maine shooting suspect,,2023-10-27 14:21:58
10,Qatar sentences Indian ex-naval officers to death,,2023-10-27 14:21:58
