order_var,value,url,scrape_date
1,BBC verifies attacks in Gaza 'safe' areas,,2023-11-01 18:54:02
2,"Sir Bobby Charlton died after fall, inquest hears",,2023-11-01 18:54:02
3,"US couple fined $28,000 for child cruelty in Uganda",,2023-11-01 18:54:02
4,"Russia hits 118 settlements in one day, says Kyiv",,2023-11-01 18:54:02
5,Why Indians are debating a 70-hour work week,,2023-11-01 18:54:02
6,De Niro erupts in court over ex-assistant's claims,,2023-11-01 18:54:02
7,Why Trump's children are testifying in fraud case,,2023-11-01 18:54:02
8,"In one blast, Khalil Khader lost all his children",,2023-11-01 18:54:02
9,US pilot charged for allegedly threatening captain,,2023-11-01 18:54:02
10,Cornell student held over threats to Jewish classmates,,2023-11-01 18:54:02
