order_var,value,url,scrape_date
1,Manslaughter arrest over ice hockey player death,,2023-11-15 04:24:50
2,US says Hamas has command centre under Gaza hospital,,2023-11-15 04:24:50
3,Xi's trips to Iowa: Tractors and Star Trek wallpaper,,2023-11-15 04:24:50
4,Pelosi hammer attack accused tearfully testifies,,2023-11-15 04:24:50
5,Arab and Muslim leaders blame West for Gaza misery,,2023-11-15 04:24:50
6,Cox and LeBlanc in new tributes to Matthew Perry,,2023-11-15 04:24:50
7,Buffy Sainte-Marie's 'pretendian' case strikes a nerve,,2023-11-15 04:24:50
8,Luis Díaz reunited with father after kidnapping,,2023-11-15 04:24:50
9,Jury hears man who killed Muslim family was on drugs,,2023-11-15 04:24:50
10,Murder theory in non-binary magistrate's death,,2023-11-15 04:24:50
