order,value,url,scrape_date
1,Berlusconi's 'worthless' art a headache for heirs,,2023-10-20 02:54:56
2,Canada withdraws 41 diplomats from India,,2023-10-20 02:54:56
3,The world is losing its humanity - UN agency chief,,2023-10-20 02:54:56
4,Ukraine troop build-up reported across Dnipro river,,2023-10-20 02:54:56
5,Trump ex-lawyer pleads guilty in Georgia election case,,2023-10-20 02:54:56
6,"What video, pictures and other evidence tell us about Gaza hospital blast",,2023-10-20 02:54:56
7,Jordan to run again for Speaker as backup plan fails,,2023-10-20 02:54:56
8,'Mannequin' arrested after Warsaw shop burglary,,2023-10-20 02:54:56
9,Hundreds arrested at protest near US Capitol,,2023-10-20 02:54:56
10,Driver arrested after US crash kills four students,,2023-10-20 02:54:56
