order_var,value,url,scrape_date
1,Mike Pence withdraws from 2024 US presidential race,,2023-10-28 23:08:09
2,Iranian girl who collapsed on Tehran metro dies,,2023-10-28 23:08:09
3,Maine mass shooting suspect found dead,,2023-10-28 23:08:09
4,"Israel has no plan for Gaza after war ends, experts warn",,2023-10-28 23:08:09
5,Sailor rescued after days drifting in Pacific Ocean,,2023-10-28 23:08:09
6,Gaza 'disconnected from the planet' - but messages of fear trickle out,,2023-10-28 23:08:09
7,At least 32 dead in multi-vehicle crash in Egypt,,2023-10-28 23:08:09
8,Taylor Swift tackles slut shamers with 1989 remake,,2023-10-28 23:08:09
9,Hate crime soars in London during Gaza war,,2023-10-28 23:08:09
10,Former Prime Minister Boris Johnson joins GB News,,2023-10-28 23:08:09
