order_var,value,url,scrape_date
1,Russian TikTok star collapses after draft notice,,2023-11-09 02:02:32
2,Ivanka Trump testifies she can't recall loan details,,2023-11-09 02:02:32
3,US and Italy arrest 16 alleged Gambino mafia members,,2023-11-09 02:02:32
4,Hezbollah warns of regional war if Gaza bombing goes on,,2023-11-09 02:02:32
5,Iran-backed Yemeni rebels shoot down US drone,,2023-11-09 02:02:32
6,Russia hits civilian ship in Black Sea - Ukraine,,2023-11-09 02:02:32
7,He had a call from Israeli intelligence. 'We have the order to bomb. You have two hours',,2023-11-09 02:02:32
8,How WeWork’s founder flew too close to the Sun,,2023-11-09 02:02:32
9,French tourist jailed in Iran for five years,,2023-11-09 02:02:32
10,Man crushed to death by robot in South Korea,,2023-11-09 02:02:32
