order_var,value,url,scrape_date
1,Antisemitic graffiti in Paris worries leaders,,2023-11-01 00:01:19
2,"In one blast, Khalil Khader lost all his children",,2023-11-01 00:01:19
3,"Legal row over 2,800,000% mark-up for African mask",,2023-11-01 00:01:19
4,Kourtney Kardashian’s partner reveals baby's name,,2023-11-01 00:01:19
5,What China wants from Israel-Hamas war,,2023-11-01 00:01:19
6,Why Trump's children are testifying in fraud case,,2023-11-01 00:01:19
7,'Moronic': Vicious Covid WhatsApps reveal No 10 battles,,2023-11-01 00:01:19
8,Disabled man says he had to drag himself off plane,,2023-11-01 00:01:19
9,Teen taken hostage by Hamas back home in Chicago,,2023-11-01 00:01:19
10,Anti-war protesters disrupt US Senate hearing,,2023-11-01 00:01:19
