order_var,value,url,scrape_date
1,Hostage situation at Germany's Hamburg airport,,2023-11-05 02:45:10
2,Rock in a hard place as French border keeps neighbours apart,,2023-11-05 02:45:10
3,Four surprises that could upend the 2024 US election,,2023-11-05 02:45:10
4,Israel-Gaza war taking focus from Ukraine - Zelensky,,2023-11-05 02:45:10
5,What a Trump second term would look like,,2023-11-05 02:45:10
6,Red-hot Afrobeats star Rema doesn’t intend to calm down,,2023-11-05 02:45:10
7,Bowen: Five new realities after four weeks of Israel-Gaza war,,2023-11-05 02:45:10
8,Rafah border crossing fails to open for foreigners,,2023-11-05 02:45:10
9,Matthew Perry buried in private ceremony - US media,,2023-11-05 02:45:10
10,Woman accuses Brand of sexual assault on film set,,2023-11-05 02:45:10
