order_var,value,url,scrape_date
1,How two 4-year-olds were killed and social media denied it,,2023-10-26 10:59:48
2,US will defend Philippines if China attacks: Biden,,2023-10-26 10:59:48
3,Fireworks in court as Trump team calls Cohen a liar,,2023-10-26 10:59:48
4,"Artist pulps 6,000 copies of The Da Vinci Code",,2023-10-26 10:59:48
5,At least 16 feared dead in Maine mass shooting,,2023-10-26 10:59:48
6,"'Helicopters, sirens. It's crazy' - Lewiston resident",,2023-10-26 10:59:48
7,Jailbreak king gets more jail time for bold escape,,2023-10-26 10:59:48
8,Russia says it rehearsed 'massive' nuclear strike,,2023-10-26 10:59:48
9,EU leaders to discuss humanitarian pauses in Gaza,,2023-10-26 10:59:48
10,Cruise firm pays thousands over Covid 'negligence',,2023-10-26 10:59:48
