order_var,value,url,scrape_date
1,Luis Díaz's father freed by Colombian guerrillas,,2023-11-09 20:35:19
2,Israel sees 'sign of life' in Gaza hostage video,,2023-11-09 20:35:19
3,Outrage in Ghana after 300-year-old tree felled,,2023-11-09 20:35:19
4,A turning point in Myanmar as army suffers big losses,,2023-11-09 20:35:19
5,Funeral home owners arrested after 190 corpses found,,2023-11-09 20:35:19
6,Spanish power deal with separatists sparks anger,,2023-11-09 20:35:19
7,Haley calls Ramaswamy scum in angry debate tussle,,2023-11-09 20:35:19
8,Apple co-founder Steve Wozniak in hospital - reports,,2023-11-09 20:35:19
9,Iceland's Blue Lagoon closes over eruption fears,,2023-11-09 20:35:19
10,New Zealand bird election campaign ruffles feathers,,2023-11-09 20:35:19
