order_var,value,url,scrape_date
1,He had a call from Israeli intelligence. 'We have the order to bomb. You have two hours',,2023-11-08 16:19:57
2,Man crushed to death by robot in South Korea,,2023-11-08 16:19:57
3,Hezbollah warns of regional war if Gaza bombing goes on,,2023-11-08 16:19:57
4,Fury in Spain at Socialists' amnesty plan for power,,2023-11-08 16:19:57
5,Farmer survives crocodile attack by biting back,,2023-11-08 16:19:57
6,Vorderman leaves BBC show over anti-government posts,,2023-11-08 16:19:57
7,Ivanka Trump is pulled back into her father's orbit,,2023-11-08 16:19:57
8,Rashida Tlaib censured over Israel-Gaza comments,,2023-11-08 16:19:57
9,Hamburg alert after armed youths 'threaten teacher',,2023-11-08 16:19:57
10,How WeWork’s founder flew too close to the Sun,,2023-11-08 16:19:57
