order,value,url,scrape_date
1,"Saudi prince slams Hamas, Israel and the West",,2023-10-21 10:49:45
2,Women and young voters drive Poland's right from power,,2023-10-21 10:49:45
3,West Bank Palestinians hit by surge of Israeli settler attacks,,2023-10-21 10:49:45
4,"Hamas frees two US hostages, a mother and daughter",,2023-10-21 10:49:45
5,Italy PM splits from partner after lewd TV remarks,,2023-10-21 10:49:45
6,Judge fines Donald Trump for breaking gag order,,2023-10-21 10:49:45
7,Czech village priest sorry for smashing pumpkins,,2023-10-21 10:49:45
8,Israel aims to cut Gaza ties after war with Hamas,,2023-10-21 10:49:45
9,Maryland judge shot and killed outside his home,,2023-10-21 10:49:45
10,Republicans back to square one as Speaker crisis deepens,,2023-10-21 10:49:45
