order,value,url,scrape_date
1,"'Oh god, they’re here’: Hamas massacre captured on Israeli mothers’ WhatsApp group",,2023-10-13 21:52:08
2,France raises security level after school attack,,2023-10-13 21:52:08
3,Critics say Scherzinger 'dazzles' in West End,,2023-10-13 21:52:08
4,Bank boss warns world facing 'most dangerous time',,2023-10-13 21:52:08
5,Rosenberg: Putin ready to benefit from Israel-Gaza war,,2023-10-13 21:52:08
6,Father saves daughter he hadn’t seen for six years from massacre,,2023-10-13 21:52:08
7,Pro-Palestinian demo broken up after French ban,,2023-10-13 21:52:08
8,Israel targets Hamas’s labyrinth of tunnels under Gaza,,2023-10-13 21:52:08
9,How would an Israeli ground assault on Gaza unfold?,,2023-10-13 21:52:08
10,Three ways US Republican Speaker chaos ends,,2023-10-13 21:52:08
