order_var,value,url,scrape_date
1,Top general locked away evidence of SAS executions,,2023-11-16 10:09:38
2,Cameron makes first official visit to Ukraine,,2023-11-16 10:09:38
3,Iceland faces 'decades' of volcanic instability,,2023-11-16 10:09:38
4,Four things we learned from the Biden-Xi meeting,,2023-11-16 10:09:38
5,Netflix releases final season of The Crown,,2023-11-16 10:09:38
6,Virginia mother of child who shot teacher sentenced,,2023-11-16 10:09:38
7,Dutch election promises new era and shake-up in politics,,2023-11-16 10:09:38
8,Plane forced to return to airport after horse escapes,,2023-11-16 10:09:38
9,PepsiCo sued by New York state for plastic pollution,,2023-11-16 10:09:38
10,"Canadian killed family to scare Muslims, jury hears",,2023-11-16 10:09:38
