order_var,value,url,scrape_date
1,Suella Braverman sacked as home secretary,,2023-11-13 14:48:23
2,State media retract report of Russian retreat,,2023-11-13 14:48:23
3,Toxic haze in Delhi after Diwali festival,,2023-11-13 14:48:23
4,Iceland quakes weaker but volcano warning persists,,2023-11-13 14:48:23
5,Public holiday in Kenya to plant 100 million trees,,2023-11-13 14:48:23
6,Malaysian killer released by Australia,,2023-11-13 14:48:23
7,Iceland volcano: what will the impact be?,,2023-11-13 14:48:23
8,The Marvels bombs with lowest MCU box office debut,,2023-11-13 14:48:23
9,Why a South African politician touched a nerve in Kenya,,2023-11-13 14:48:23
10,Gaza hospitals caught on front line of war,,2023-11-13 14:48:23
