order_var,value,url,scrape_date
1,He had a call from Israeli intelligence. 'We have the order to bomb. You have two hours',,2023-11-08 17:25:07
2,Russian TikTok star collapses after draft notice,,2023-11-08 17:25:07
3,Man crushed to death by robot in South Korea,,2023-11-08 17:25:07
4,Hezbollah warns of regional war if Gaza bombing goes on,,2023-11-08 17:25:07
5,Fury in Spain at Socialists' amnesty plan for power,,2023-11-08 17:25:07
6,Farmer survives crocodile attack by biting back,,2023-11-08 17:25:07
7,Vorderman leaves BBC show over anti-government posts,,2023-11-08 17:25:07
8,Rashida Tlaib censured over Israel-Gaza comments,,2023-11-08 17:25:07
9,Ivanka Trump is pulled back into her father's orbit,,2023-11-08 17:25:07
10,Hamburg alert after armed youths 'threaten teacher',,2023-11-08 17:25:07
