order_var,value,url,scrape_date
1,US rejects Putin claim over anti-Jewish airport mob,,2023-10-31 10:28:20
2,Company found guilty over NZ volcano disaster,,2023-10-31 10:28:20
3,Friends stars 'devastated' by Matthew Perry's death,,2023-10-31 10:28:20
4,Whole family shot dead in Russia-held Ukraine town,,2023-10-31 10:28:20
5,US rejects calls for Israel-Hamas ceasefire,,2023-10-31 10:28:20
6,Two wounded after Japan hospital shooting,,2023-10-31 10:28:20
7,'Sometimes from behind the camera I just stand and cry',,2023-10-31 10:28:20
8,The Halloween peppermints that poisoned a city,,2023-10-31 10:28:20
9,US to remove four African countries from trade deal,,2023-10-31 10:28:20
10,Plan to disqualify Trump from ballot goes to court,,2023-10-31 10:28:20
