order_var,value,url,scrape_date
1,Murder at elite school horrifies Australia,,2023-10-30 05:13:41
2,Matthew Perry: Friends fame couldn't quell deep demons,,2023-10-30 05:13:41
3,Anti-Israel mob storms Dagestan airport,,2023-10-30 05:13:41
4,Magic Johnson declared a billionaire by Forbes,,2023-10-30 05:13:41
5,Leonormania hits Spain as crown princess turns 18,,2023-10-30 05:13:41
6,Friends creators pay tribute to 'brilliant' Perry,,2023-10-30 05:13:41
7,Beaten into a coma for taking extra food at school,,2023-10-30 05:13:41
8,Kenya to become visa-free to African visitors,,2023-10-30 05:13:41
9,Ice hockey player Johnson dies after neck cut,,2023-10-30 05:13:41
10,Lyon boss Grosso 'seriously injured' in bus attack,,2023-10-30 05:13:41
