order_var,value,url,scrape_date
1,"Ivanka Trump must testify in fraud case, judge rules",,2023-10-27 18:22:35
2,Why Li Keqiang's death is dangerous for Xi Jinping,,2023-10-27 18:22:35
3,Former Prime Minister Boris Johnson joins GB News,,2023-10-27 18:22:35
4,"Russia executing own retreating soldiers, US says",,2023-10-27 18:22:35
5,Taylor Swift tackles slut shamers with 1989 remake,,2023-10-27 18:22:35
6,Fashion brand A&F facing sex-trafficking lawsuit,,2023-10-27 18:22:35
7,Russia hikes rates to 15% as inflation soars,,2023-10-27 18:22:35
8,Maine Democrat reverses course on weapons ban,,2023-10-27 18:22:35
9,Anger at Uganda plan to name road after slain tourists,,2023-10-27 18:22:35
10,Li Keqiang: Ex-Chinese premier sidelined by Xi dies,,2023-10-27 18:22:35
