order_var,value,url,scrape_date
1,Video shows Chinese beer worker urinating into tank,,2023-10-23 11:47:11
2,Gangster-turned-actor Dave Courtney dies aged 64,,2023-10-23 11:47:11
3,Iran says Tehran metro girl ‘brain dead’,,2023-10-23 11:47:11
4,Argentina minister defies polls in first-round vote,,2023-10-23 11:47:11
5,Biggest cervical cancer advance in 20 years hailed,,2023-10-23 11:47:11
6,Iran warns Israel to stop or region will 'go out of control',,2023-10-23 11:47:11
7,Call for billionaires to face a minimum tax rate,,2023-10-23 11:47:11
8,Detroit synagogue president found murdered,,2023-10-23 11:47:11
9,Taiwan-based iPhone-maker Foxconn probed by China,,2023-10-23 11:47:11
10,The Maldives' new leader wants Indian troops to leave,,2023-10-23 11:47:11
