order,value,url,scrape_date
1,Australia rejects historic Indigenous referendum,,2023-10-14 18:51:20
2,The secret life of a spy heroine revealed,,2023-10-14 18:51:20
3,Thousands march in UK pro-Palestinian protests,,2023-10-14 18:51:20
4,Flintoff agrees compensation over Top Gear crash,,2023-10-14 18:51:20
5,"Kenya, China and a railway to nowhere",,2023-10-14 18:51:20
6,NZ set for right-wing coalition after National win,,2023-10-14 18:51:20
7,UK's nuclear fusion site ends tests after 40 years,,2023-10-14 18:51:20
8,BBC journalists held at gunpoint by Israeli police,,2023-10-14 18:51:20
9,"'Oh god, they're here': Hamas massacre captured on Israeli mothers' WhatsApp group",,2023-10-14 18:51:20
10,Michael Caine confirms he has retired from acting,,2023-10-14 18:51:20
