order_var,value,url,scrape_date
1,"German-Israeli Shani Louk is dead, says mother",,2023-10-30 22:36:23
2,Mob storms Russian airport searching for Jews,,2023-10-30 22:36:23
3,Murder at elite school horrifies Australia,,2023-10-30 22:36:23
4,Matthew Perry cause of death unknown pending tests,,2023-10-30 22:36:23
5,Gun shop turned Maine suspect away before shooting,,2023-10-30 22:36:23
6,Plan to disqualify Trump from ballot goes to court,,2023-10-30 22:36:23
7,Tarantula causes vehicle crash in Death Valley,,2023-10-30 22:36:23
8,Ice Spice and Adele dress in bold looks for Halloween,,2023-10-30 22:36:23
9,German politician held after Nazi slogan complaint,,2023-10-30 22:36:23
10,Police probe ice hockey death as fiancée pays tribute,,2023-10-30 22:36:23
