order,value,url,scrape_date
1,Two Swedes killed in Brussels shooting,,2023-10-17 00:42:24
2,Suspect in killing of US Muslim boy appears in court,,2023-10-17 00:42:24
3,Trump gets gag order in 2020 election meddling case,,2023-10-17 00:42:24
4,Polish opposition eyes power after pivotal election,,2023-10-17 00:42:24
5,Putin in China to strengthen anti-West coalition,,2023-10-17 00:42:24
6,Jada Pinkett Smith and Will Smith 'healing relationship',,2023-10-17 00:42:24
7,Banker loses case over two-sandwich lunch claim,,2023-10-17 00:42:24
8,Israel-Gaza inflames tensions on US college campuses,,2023-10-17 00:42:24
9,Israel-Gaza: Will other countries get dragged in?,,2023-10-17 00:42:24
10,Trump sues in UK over ex-spy's Russia sex claims,,2023-10-17 00:42:24
