order_var,value,url,scrape_date
1,Aniston leads final Friends' tribute to 'our Matty',,2023-11-15 21:47:11
2,Bowen: Hospital raid comes as tone shifts on Israel,,2023-11-15 21:47:11
3,Starbucks faces walkout at hundreds of US stores,,2023-11-15 21:47:11
4,Plane forced to return to airport after horse escapes,,2023-11-15 21:47:11
5,"We need to end Rwanda merry-go-round, says Sunak",,2023-11-15 21:47:11
6,Xi arrives in US as his Chinese Dream sputters,,2023-11-15 21:47:11
7,Ai Weiwei exhibition called off over Israel post,,2023-11-15 21:47:11
8,Ukraine claims foothold on river bank in south,,2023-11-15 21:47:11
9,Paris mayor targets SUVs after electric scooter ban,,2023-11-15 21:47:11
10,Greta Thunberg denies public order offence,,2023-11-15 21:47:11
