order_var,value,url,scrape_date
1,Millions affected by Australian network outage,,2023-11-08 04:38:20
2,Ivanka Trump is pulled back into her father's orbit,,2023-11-08 04:38:20
3,Thieves put gun to South Africa minister's head,,2023-11-08 04:38:20
4,Ohio affirms abortion rights in closely watched vote,,2023-11-08 04:38:20
5,"Ethiopia PM eyes Red Sea port, inflaming tensions",,2023-11-08 04:38:20
6,Israel-Hamas conflict exposes South Africa's divisions,,2023-11-08 04:38:20
7,Poet Rupi Kaur rejects White House invite over Gaza,,2023-11-08 04:38:20
8,How WeWork’s founder flew too close to the sun,,2023-11-08 04:38:20
9,Tennis great Serena Williams named 'fashion icon',,2023-11-08 04:38:20
10,"'I blew the whistle on Meta, now I won't work again'",,2023-11-08 04:38:20
