order_var,value,url,scrape_date
1,What a Trump second term would look like,,2023-11-04 17:43:33
2,Matthew Perry buried in private ceremony - US media,,2023-11-04 17:43:33
3,Woman accuses Brand of sexual assault on film set,,2023-11-04 17:43:33
4,Bowen: Five new realities after four weeks of Israel-Gaza war,,2023-11-04 17:43:33
5,Space telescope records baby star's first screams,,2023-11-04 17:43:33
6,'They couldn't save my daughter': 150 dead in Nepal quake,,2023-11-04 17:43:33
7,US acknowledges flying unarmed drones over Gaza,,2023-11-04 17:43:33
8,Concerns over growing flock of wild hens,,2023-11-04 17:43:33
9,Guinea ex-ruler taken from jail by armed men,,2023-11-04 17:43:33
10,Hezbollah steps back from all-out war on Israel - for now,,2023-11-04 17:43:33
