order_var,value,url,scrape_date
1,Friends star Matthew Perry dies at 54,,2023-10-29 15:56:00
2,Matthew Perry: Friends fame couldn't quell deep demons,,2023-10-29 15:56:00
3,Leonormania hits Spain as crown princess turns 18,,2023-10-29 15:56:00
4,Springboks bring hope to a troubled nation,,2023-10-29 15:56:00
5,Ice hockey player Johnson dies after neck cut,,2023-10-29 15:56:00
6,Mike Pence withdraws from 2024 US presidential race,,2023-10-29 15:56:00
7,Martin warns UK against changing Irish unity terms,,2023-10-29 15:56:00
8,Matthew Perry's life in pictures,,2023-10-29 15:56:00
9,Soldiers sent to devastated Acapulco amid looting,,2023-10-29 15:56:00
10,"Israel has no plan for Gaza after war ends, experts warn",,2023-10-29 15:56:00
