order,value,url,scrape_date
1,Polish ruling party set to lose majority - exit poll,,2023-10-15 23:42:11
2,Inside the exhausted Gazan city with a million mouths to feed,,2023-10-15 23:42:11
3,11kg of suspected cocaine found in wheelchair,,2023-10-15 23:42:11
4,Medieval 'love motto' gold ring found,,2023-10-15 23:42:11
5,Iranian director Dariush Mehrjui and wife found dead,,2023-10-15 23:42:11
6,Who's behind Israel-Gaza disinformation and hate online?,,2023-10-15 23:42:11
7,England stunned by Afghanistan in World Cup defeat,,2023-10-15 23:42:11
8,Madonna's Celebration tour is a family affair,,2023-10-15 23:42:11
9,Ecuador chooses president during wave of violence,,2023-10-15 23:42:11
10,One week in Gaza: 'There are no safe places here',,2023-10-15 23:42:11
