order_var,value,url,scrape_date
1,Republicans pick Tom Emmer as third Speaker nominee,,2023-10-24 19:43:07
2,"I went through hell, says 85-year-old hostage released by Hamas",,2023-10-24 19:43:07
3,'Super fog' kills seven in 158-car US pile-up,,2023-10-24 19:43:07
4,China sacks defence minister Li Shangfu,,2023-10-24 19:43:07
5,NZ town tormented by Celine Dion 'music battles',,2023-10-24 19:43:07
6,Israel shows Hamas bodycam attack footage to journalists,,2023-10-24 19:43:07
7,MP says Air Canada grilling was 'humiliating',,2023-10-24 19:43:07
8,Museum fixes The Rock waxwork slammed by star,,2023-10-24 19:43:07
9,Faces carved into rock emerge amid Amazon drought,,2023-10-24 19:43:07
10,One dead after ships collide in North Sea,,2023-10-24 19:43:07
