order_var,value,url,scrape_date
1,Plane forced to return to airport after horse escapes,,2023-11-16 02:53:34
2,Top general locked away evidence of SAS executions,,2023-11-16 02:53:34
3,What we know about Israel's raid on Gaza's main hospital,,2023-11-16 02:53:34
4,Ai Weiwei exhibition called off over Israel post,,2023-11-16 02:53:34
5,Virginia mother of child who shot teacher sentenced,,2023-11-16 02:53:34
6,Starbucks faces walkout at hundreds of US stores,,2023-11-16 02:53:34
7,Iceland faces 'decades' of volcanic instability,,2023-11-16 02:53:34
8,"Canadian killed family to scare Muslims, jury hears",,2023-11-16 02:53:34
9,Aniston leads final Friends' tribute to 'our Matty',,2023-11-16 02:53:34
10,Xi arrives in US as his Chinese Dream sputters,,2023-11-16 02:53:34
