order_var,value,url,scrape_date
1,Hamas leader denies killing of civilians in Israel,,2023-11-07 09:35:00
2,Trump clashes repeatedly with judge in NY hearing,,2023-11-07 09:35:00
3,Chinese alarm after second deadly gym collapse,,2023-11-07 09:35:00
4,WeWork forced to file for bankruptcy in the US,,2023-11-07 09:35:00
5,Trump on the stand comes out swinging,,2023-11-07 09:35:00
6,Letters from Seven Years' War opened 250 years later,,2023-11-07 09:35:00
7,Chinese tourists are back - but not in Thailand,,2023-11-07 09:35:00
8,Italy to seize $835m from Airbnb in tax inquiry,,2023-11-07 09:35:00
9,Why Trump may have deliberately provoked judge,,2023-11-07 09:35:00
10,South Korea reports bedbug infestations,,2023-11-07 09:35:00
