order,value,url,scrape_date
1,Polish right-wing party to lose majority - exit poll,,2023-10-16 02:18:55
2,"Boy, 6, killed in anti-Muslim attack, say US police",,2023-10-16 02:18:55
3,Inside the exhausted Gazan city with a million mouths to feed,,2023-10-16 02:18:55
4,Iranian director Dariush Mehrjui and wife found dead,,2023-10-16 02:18:55
5,US actress Suzanne Somers dies aged 76,,2023-10-16 02:18:55
6,11kg of suspected cocaine found in wheelchair,,2023-10-16 02:18:55
7,Medieval 'love motto' gold ring found,,2023-10-16 02:18:55
8,Who's behind Israel-Gaza disinformation and hate online?,,2023-10-16 02:18:55
9,Ecuador chooses president during wave of violence,,2023-10-16 02:18:55
10,A spooked and lonely Taiwan looks for new friends,,2023-10-16 02:18:55
