order,value,url,scrape_date
1,Ukraine uses US long-range missiles for the first time,,2023-10-17 22:14:25
2,Police shoot dead Brussels attacker who killed Swedes,,2023-10-17 22:14:25
3,Britney Spears says in memoir she had abortion,,2023-10-17 22:14:25
4,Exonerated man shot and killed in traffic stop,,2023-10-17 22:14:25
5,Sweden investigating damage to Baltic undersea cable,,2023-10-17 22:14:25
6,'Grab the children and leave': BBC reporter flees Israel bomb warning,,2023-10-17 22:14:25
7,Why Egypt is reluctant to open crossing with Gaza,,2023-10-17 22:14:25
8,Ex-wife of IS 'Beatle' speaks out for first time,,2023-10-17 22:14:25
9,Nigeria burns $1.4m-worth of pangolin scales,,2023-10-17 22:14:25
10,Dozens killed as Israel strikes Gaza refuge areas,,2023-10-17 22:14:25
