order,value,url,scrape_date
1,Rosenberg: Putin ready to benefit from Israel-Gaza war,,2023-10-13 23:13:53
2,"'Oh god, they’re here’: Hamas massacre captured on Israeli mothers’ WhatsApp group",,2023-10-13 23:13:53
3,Trump-backed Jim Jordan chosen as Speaker nominee,,2023-10-13 23:13:53
4,France raises security level after school attack,,2023-10-13 23:13:53
5,Bank boss warns world facing 'most dangerous time',,2023-10-13 23:13:53
6,Critics say Scherzinger 'dazzles' in West End,,2023-10-13 23:13:53
7,Treacherous ground for US politicians on Israel-Gaza,,2023-10-13 23:13:53
8,Father saves daughter he hadn’t seen for six years from massacre,,2023-10-13 23:13:53
9,Israel targets Hamas’s labyrinth of tunnels under Gaza,,2023-10-13 23:13:53
10,Pro-Palestinian demo broken up after French ban,,2023-10-13 23:13:53
