order_var,value,url,scrape_date
1,Thirteen-metre wave earns surfer a women's record,,2023-11-09 14:14:22
2,A turning point in Myanmar as army suffers big losses,,2023-11-09 14:14:22
3,Apple co-founder Steve Wozniak in hospital - reports,,2023-11-09 14:14:22
4,Actors celebrate deal to end long Hollywood strike,,2023-11-09 14:14:22
5,Why 'I don't recall' is a common strategy on the stand,,2023-11-09 14:14:22
6,Officer aims gun at colleague over Top Gun spoiler,,2023-11-09 14:14:22
7,Four takeaways from the third Republican debate,,2023-11-09 14:14:22
8,Men held over alleged Hezbollah plot in Brazil,,2023-11-09 14:14:22
9,"Apple should pay €13bn Irish tax, argues EU lawyer",,2023-11-09 14:14:22
10,Sunak did not clear Braverman's attack on police,,2023-11-09 14:14:22
