order,value,url,scrape_date
1,Two dead in Brussels shooting,,2023-10-16 21:13:57
2,Trump gets gag order in 2020 election meddling case,,2023-10-16 21:13:57
3,Suspect in killing of US Muslim boy appears in court,,2023-10-16 21:13:57
4,Banker loses case over two-sandwich lunch claim,,2023-10-16 21:13:57
5,Polish right-wing party to lose majority - exit poll,,2023-10-16 21:13:57
6,Putin in China to strengthen anti-West coalition,,2023-10-16 21:13:57
7,Iranian director Dariush Mehrjui and wife found dead,,2023-10-16 21:13:57
8,Trump sues in UK over ex-spy's Russia sex claims,,2023-10-16 21:13:57
9,Israel-Gaza inflames tensions on US college campuses,,2023-10-16 21:13:57
10,Daniel Noboa elected Ecuador's youngest president,,2023-10-16 21:13:57
