order_var,value,url,scrape_date
1,Murder at elite school horrifies Australia,,2023-10-30 06:23:52
2,Anti-Israel mob storms Dagestan airport,,2023-10-30 06:23:52
3,Matthew Perry: Friends fame couldn't quell deep demons,,2023-10-30 06:23:52
4,Magic Johnson declared a billionaire by Forbes,,2023-10-30 06:23:52
5,Leonormania hits Spain as crown princess turns 18,,2023-10-30 06:23:52
6,Friends creators pay tribute to 'brilliant' Perry,,2023-10-30 06:23:52
7,Beaten into a coma for taking extra food at school,,2023-10-30 06:23:52
8,Ice hockey player Johnson dies after neck cut,,2023-10-30 06:23:52
9,Lyon boss Grosso 'seriously injured' in bus attack,,2023-10-30 06:23:52
10,Matthew Perry's life in pictures,,2023-10-30 06:23:52
