order,value,url,scrape_date
1,Polish right-wing party to lose majority - exit poll,,2023-10-16 12:16:31
2,Man charged with hate crimes after Muslim boy killed,,2023-10-16 12:16:31
3,Iranian director Dariush Mehrjui and wife found dead,,2023-10-16 12:16:31
4,Poland's expected political earthquake delights Brussels,,2023-10-16 12:16:31
5,A spooked and lonely Taiwan looks for new friends,,2023-10-16 12:16:31
6,US actress Suzanne Somers dies aged 76,,2023-10-16 12:16:31
7,Daniel Noboa elected Ecuador's youngest president,,2023-10-16 12:16:31
8,Hurt ripples in wake of Indigenous Voice vote,,2023-10-16 12:16:31
9,The English village honoured in every modern Disney film,,2023-10-16 12:16:31
10,11kg of suspected cocaine found in wheelchair,,2023-10-16 12:16:31
