order_var,value,url,scrape_date
1,Barry Manilow explains why he kept sexuality secret,,2023-11-14 17:22:48
2,Why businesses are pulling billions from China,,2023-11-14 17:22:48
3,Family identify 1992 murder victim by flower tattoo,,2023-11-14 17:22:48
4,Russian convicted of journalist murder gets pardon,,2023-11-14 17:22:48
5,Israel facing mounting pressure over Gaza hospitals,,2023-11-14 17:22:48
6,'Overworked' actress death prompts apology in Japan,,2023-11-14 17:22:48
7,Canadian peace advocate confirmed killed in Hamas attack,,2023-11-14 17:22:48
8,BBC says it received five complaints about Brand,,2023-11-14 17:22:48
9,Pink to give away banned books at Florida shows,,2023-11-14 17:22:48
10,US Army clears convictions of 110 black soldiers,,2023-11-14 17:22:48
