order_var,value,url,scrape_date
1,Off-duty pilot accused of trying to crash airline jet,,2023-10-24 09:31:44
2,"Britney Spears' memoir: An angry, cautionary tale",,2023-10-24 09:31:44
3,The Rock urges skin tone change to wax figure,,2023-10-24 09:31:44
4,"‘Hamas said they wouldn’t shoot, then murdered my daughter’",,2023-10-24 09:31:44
5,Iceland's PM strikes over gender pay gap,,2023-10-24 09:31:44
6,The last residents of a bitterly contested Ukrainian town,,2023-10-24 09:31:44
7,Israel shows Hamas bodycam attack footage to journalists,,2023-10-24 09:31:44
8,India reality TV contestant arrested over tiger claw,,2023-10-24 09:31:44
9,World's shift to clean energy is 'unstoppable',,2023-10-24 09:31:44
10,How far would US go to defend Israel?,,2023-10-24 09:31:44
