order_var,value,url,scrape_date
1,"Sir Bobby Charlton died after fall, inquest hears",,2023-11-01 17:38:52
2,"US couple fined $28,000 for child cruelty in Uganda",,2023-11-01 17:38:52
3,Why Indians are debating a 70-hour work week,,2023-11-01 17:38:52
4,BBC verifies attacks in Gaza 'safe' areas,,2023-11-01 17:38:52
5,Matthew Perry 'found purpose in helping addicts',,2023-11-01 17:38:52
6,"In one blast, Khalil Khader lost all his children",,2023-11-01 17:38:52
7,Cornell student held over threats to Jewish classmates,,2023-11-01 17:38:52
8,What China wants from Israel-Hamas war,,2023-11-01 17:38:52
9,Germany asks forgiveness for Tanzania colonial crimes,,2023-11-01 17:38:52
10,Bolivia severs diplomatic ties with Israel,,2023-11-01 17:38:52
