order_var,value,url,scrape_date
1,Hamas leader denies killing of civilians in Israel,,2023-11-07 09:40:01
2,Trump clashes repeatedly with judge in NY hearing,,2023-11-07 09:40:01
3,Chinese alarm after second deadly gym collapse,,2023-11-07 09:40:01
4,WeWork forced to file for bankruptcy in the US,,2023-11-07 09:40:01
5,Letters from Seven Years' War opened 250 years later,,2023-11-07 09:40:01
6,Trump on the stand comes out swinging,,2023-11-07 09:40:01
7,Chinese tourists are back - but not in Thailand,,2023-11-07 09:40:01
8,Italy to seize $835m from Airbnb in tax inquiry,,2023-11-07 09:40:01
9,Why Trump may have deliberately provoked judge,,2023-11-07 09:40:01
10,South Korea reports bedbug infestations,,2023-11-07 09:40:01
