order_var,value,url,scrape_date
1,Bumble founder steps down as boss of dating app,,2023-11-06 21:02:26
2,The US is quietly arming Taiwan to the teeth,,2023-11-06 21:02:26
3,Hungary museum head sacked over LGBT content,,2023-11-06 21:02:26
4,"Backed into a legal corner, Trump comes out swinging",,2023-11-06 21:02:26
5,Sparks fly as Trump testifies in New York fraud case,,2023-11-06 21:02:26
6,Barbra Streisand: I haven't had much fun in my life,,2023-11-06 21:02:26
7,Four charged over Blenheim Palace gold toilet theft,,2023-11-06 21:02:26
8,South Africa recalls all diplomats from Israel,,2023-11-06 21:02:26
9,Human skull found in Florida charity shop,,2023-11-06 21:02:26
10,Uganda leader hits back at US trade pact expulsion,,2023-11-06 21:02:26
