order_var,value,url,scrape_date
1,First images revealed from 'dark Universe' mission,,2023-11-08 03:33:12
2,Irish chef unseats Nigerian as world-record cook,,2023-11-08 03:33:12
3,How WeWork’s founder flew too close to the sun,,2023-11-08 03:33:12
4,Thieves put gun to South Africa minister's head,,2023-11-08 03:33:12
5,Ohio weighs abortion rights in closely watched vote,,2023-11-08 03:33:12
6,Israel-Hamas conflict exposes South Africa's divisions,,2023-11-08 03:33:12
7,Poet Rupi Kaur rejects White House invite over Gaza,,2023-11-08 03:33:12
8,"Gaza journalist killed alongside 42 relatives, news agency says",,2023-11-08 03:33:12
9,"Ethiopia PM eyes Red Sea port, inflaming tensions",,2023-11-08 03:33:12
10,Christie's sells rare blue diamond for over $40m,,2023-11-08 03:33:12
