order_var,value,url,scrape_date
1,Iran says Tehran metro girl ‘brain dead’,,2023-10-22 17:11:35
2,Detroit synagogue president found murdered,,2023-10-22 17:11:35
3,Argentina votes in poll rocked by radical candidate,,2023-10-22 17:11:35
4,Steely gaze of endangered tigress tops mangrove photo awards,,2023-10-22 17:11:35
5,Israeli Arabs arrested over Gaza social media posts,,2023-10-22 17:11:35
6,"Eating world's hottest pepper was euphoric, says creator",,2023-10-22 17:11:35
7,Why Indonesia can’t stop crocodile attacks,,2023-10-22 17:11:35
8,Ukrainians fear drone shortages due to China restrictions,,2023-10-22 17:11:35
9,Emily Blunt regrets 'hurtful' comments in old clip,,2023-10-22 17:11:35
10,Who are the hostages taken by Hamas from Israel?,,2023-10-22 17:11:35
