order_var,value,url,scrape_date
1,Mike Pence withdraws from 2024 US presidential race,,2023-10-28 22:22:43
2,Maine mass shooting suspect found dead,,2023-10-28 22:22:43
3,Iranian girl who collapsed on Tehran metro dies,,2023-10-28 22:22:43
4,Sailor rescued after days drifting in Pacific Ocean,,2023-10-28 22:22:43
5,Gaza 'disconnected from the planet' - but messages of fear trickle out,,2023-10-28 22:22:43
6,At least 32 dead in multi-vehicle crash in Egypt,,2023-10-28 22:22:43
7,"Israel has no plan for Gaza after war ends, experts warn",,2023-10-28 22:22:43
8,Hate crime soars in London during Gaza war,,2023-10-28 22:22:43
9,Taylor Swift tackles slut shamers with 1989 remake,,2023-10-28 22:22:43
10,Former Prime Minister Boris Johnson joins GB News,,2023-10-28 22:22:43
