order_var,value,url,scrape_date
1,Iran says Tehran metro girl ‘brain dead’,,2023-10-23 02:13:01
2,Iran warns Israel to stop or region will 'go out of control',,2023-10-23 02:13:01
3,Detroit synagogue president found murdered,,2023-10-23 02:13:01
4,Argentina votes in poll rocked by radical candidate,,2023-10-23 02:13:01
5,The Maldives' new leader wants Indian troops to leave,,2023-10-23 02:13:01
6,Missing UK teen murdered in Hamas attack - family,,2023-10-23 02:13:01
7,Who are the hostages taken by Hamas from Israel?,,2023-10-23 02:13:01
8,Verstappen wins US GP ahead of charging Hamilton,,2023-10-23 02:13:01
9,Steely gaze of endangered tigress tops mangrove photo awards,,2023-10-23 02:13:01
10,"Eating world's hottest pepper was euphoric, says creator",,2023-10-23 02:13:01
