order_var,value,url,scrape_date
1,Paris police shoot woman at station after threats,,2023-10-31 15:49:10
2,South Africa rugby champions get heroes' welcome,,2023-10-31 15:49:10
3,US to remove four African countries from trade deal,,2023-10-31 15:49:10
4,Friends stars 'devastated' by Matthew Perry's death,,2023-10-31 15:49:10
5,Company found guilty over NZ volcano disaster,,2023-10-31 15:49:10
6,What China wants from Israel-Hamas war,,2023-10-31 15:49:10
7,'Sometimes from behind the camera I just stand and cry',,2023-10-31 15:49:10
8,The Halloween peppermints that poisoned a city,,2023-10-31 15:49:10
9,Sanctioned Russian tycoon detained in France,,2023-10-31 15:49:10
10,"British Jews are 'full of fear, like I've never seen before'",,2023-10-31 15:49:10
