order,value,url,scrape_date
1,'Europe shaken' after double shooting in Brussels,,2023-10-17 01:22:52
2,Banker loses case over two-sandwich lunch claim,,2023-10-17 01:22:52
3,Suspect in killing of US Muslim boy appears in court,,2023-10-17 01:22:52
4,Putin in China to strengthen anti-West coalition,,2023-10-17 01:22:52
5,Polish opposition eyes power after pivotal election,,2023-10-17 01:22:52
6,Jada Pinkett Smith and Will Smith 'healing relationship',,2023-10-17 01:22:52
7,Trump gets gag order in 2020 election meddling case,,2023-10-17 01:22:52
8,Israel-Gaza: Will other countries get dragged in?,,2023-10-17 01:22:52
9,Israel-Gaza inflames tensions on US college campuses,,2023-10-17 01:22:52
10,Trump sues in UK over ex-spy's Russia sex claims,,2023-10-17 01:22:52
