order,value,url,scrape_date
1,Ukraine uses US long-range missiles for the first time,,2023-10-18 01:52:25
2,House in disarray as resistance hardens to Jordan,,2023-10-18 01:52:25
3,Police shoot dead Brussels attacker who killed Swedes,,2023-10-18 01:52:25
4,Britney Spears says in memoir she had abortion,,2023-10-18 01:52:25
5,Exonerated man shot and killed in traffic stop,,2023-10-18 01:52:25
6,Why Egypt is reluctant to open crossing with Gaza,,2023-10-18 01:52:25
7,Sweden investigating damage to Baltic undersea cable,,2023-10-18 01:52:25
8,'Grab the children and leave': BBC reporter flees Israel bomb warning,,2023-10-18 01:52:25
9,Ex-wife of IS 'Beatle' speaks out for first time,,2023-10-18 01:52:25
10,MI5 fears Israel-Gaza war could fuel radicalisation,,2023-10-18 01:52:25
