order_var,value,url,scrape_date
1,Hostage situation at Germany's Hamburg airport,,2023-11-05 02:00:02
2,Israel-Gaza war taking focus from Ukraine - Zelensky,,2023-11-05 02:00:02
3,What a Trump second term would look like,,2023-11-05 02:00:02
4,Rock in a hard place as French border keeps neighbours apart,,2023-11-05 02:00:02
5,Four surprises that could upend the 2024 US election,,2023-11-05 02:00:02
6,Matthew Perry buried in private ceremony - US media,,2023-11-05 02:00:02
7,Woman accuses Brand of sexual assault on film set,,2023-11-05 02:00:02
8,Bowen: Five new realities after four weeks of Israel-Gaza war,,2023-11-05 02:00:02
9,Rafah border crossing fails to open for foreigners,,2023-11-05 02:00:02
10,US acknowledges flying unarmed drones over Gaza,,2023-11-05 02:00:02
